	eco	name	fen	moves	pgn
100	A00	Sodium Attack: Celadon Variation	rnbqk1nr/pp3ppp/8/2ppp3/8/P2PP3/P1P2PPP/1RBQKBNR b Kkq -	b1a3 e7e5 d2d3 f8a3 b2a3 d7d5 e2e3 c7c5 a1b1	1. b1 a3 2. e7 e5 3. d2 d3 4. f8 a3 5. b2 a3 6. d7 d5 7. e2 e3 8. c7 c5 9. a1 b1 
101	A00	Sodium Attack: Chenoboskion Variation	rnbqkbnr/pppppp1p/6p1/8/6P1/N7/PPPPPP1P/R1BQKBNR b KQkq -	b1a3 g7g6 g2g4	1. b1 a3 2. g7 g6 3. g2 g4 
102	A00	Sodium Attack: Durkin Gambit	r1bqkbnr/pppp2pp/2n5/4pp2/2N1P3/8/PPPP1PPP/R1BQKBNR w KQkq -	b1a3 e7e5 a3c4 b8c6 e2e4 f7f5	1. b1 a3 2. e7 e5 3. a3 c4 4. b8 c6 5. e2 e4 6. f7 f5 
103	A00	Sodium Attack	rnbqkbnr/pppppppp/8/8/8/N7/PPPPPPPP/R1BQKBNR b KQkq -	b1a3	1. b1 a3 
104	A00	Valencia Opening	rnbqkbnr/pppp1ppp/8/4p3/8/3P4/PPPNPPPP/R1BQKBNR b KQkq -	d2d3 e7e5 b1d2	1. d2 d3 2. e7 e5 3. b1 d2 
105	A00	Van Geet Opening: Battambang Variation	rnbqkbnr/pppp1ppp/8/4p3/8/P1N5/1PPPPPPP/R1BQKBNR b KQkq -	a2a3 e7e5 b1c3	1. a2 a3 2. e7 e5 3. b1 c3 
106	A00	Van Geet Opening: Billockus-Johansen Gambit	rnbqk1nr/pppp1ppp/8/2b1p3/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq -	b1c3 e7e5 g1f3 f8c5	1. b1 c3 2. e7 e5 3. g1 f3 4. f8 c5 
107	A00	Van Geet Opening: Caro-Kann Variation, St. Patrick's Attack	rnbqkbnr/pp2pppp/2p5/3p4/4P3/2N4P/PPPP1PP1/R1BQKBNR b KQkq -	b1c3 d7d5 e2e4 c7c6 h2h3	1. b1 c3 2. d7 d5 3. e2 e4 4. c7 c6 5. h2 h3 
108	A00	Van Geet Opening: Damhaug Gambit	rnbqkbnr/ppp2ppp/8/3pp3/5P2/2N5/PPPPP1PP/R1BQKBNR w KQkq -	b1c3 d7d5 f2f4 e7e5	1. b1 c3 2. d7 d5 3. f2 f4 4. e7 e5 
109	A00	Van Geet Opening: Dougherty Gambit	rnbqkbnr/ppp1pppp/8/8/4p3/2N2P2/PPPP2PP/R1BQKBNR b KQkq -	b1c3 d7d5 e2e4 d5e4 f2f3	1. b1 c3 2. d7 d5 3. e2 e4 4. d5 e4 5. f2 f3 
110	A00	Van Geet Opening: Dunst-Perrenet Gambit	rnbqkbnr/ppp1pppp/8/8/4p3/2NP4/PPP2PPP/R1BQKBNR b KQkq -	b1c3 d7d5 e2e4 d5e4 d2d3	1. b1 c3 2. d7 d5 3. e2 e4 4. d5 e4 5. d2 d3 
111	A00	Van Geet Opening: Düsseldorf Gambit	rnbqkbnr/pp1ppppp/8/2p5/1P6/2N5/P1PPPPPP/R1BQKBNR b KQkq -	b1c3 c7c5 b2b4	1. b1 c3 2. c7 c5 3. b2 b4 
112	A00	Van Geet Opening: Gladbacher Gambit	rnbqkbnr/ppp2ppp/8/4p3/4p3/1PNP4/P1P2PPP/R1BQKBNR b KQkq -	b1c3 e7e5 b2b3 d7d5 e2e4 d5e4 d2d3	1. b1 c3 2. e7 e5 3. b2 b3 4. d7 d5 5. e2 e4 6. d5 e4 7. d2 d3 
113	A00	Van Geet Opening: Hector Gambit	rnbqkbnr/ppp1pppp/8/8/2B1p3/2N5/PPPP1PPP/R1BQK1NR b KQkq -	b1c3 d7d5 e2e4 d5e4 f1c4	1. b1 c3 2. d7 d5 3. e2 e4 4. d5 e4 5. f1 c4 
114	A00	Van Geet Opening: Hergert Gambit	r1bqkbnr/ppp2ppp/2np4/4P3/8/2N5/PPPPP1PP/R1BQKBNR w KQkq -	b1c3 d7d6 f2f4 e7e5 f4e5 b8c6	1. b1 c3 2. d7 d6 3. f2 f4 4. e7 e5 5. f4 e5 6. b8 c6 
115	A00	Van Geet Opening: Hulsemann Gambit	rn1qkbnr/ppp2ppp/4b3/3pp2Q/8/2N1P3/PPPP1PPP/R1B1KBNR w KQkq -	b1c3 e7e5 e2e3 d7d5 d1h5 c8e6	1. b1 c3 2. e7 e5 3. e2 e3 4. d7 d5 5. d1 h5 6. c8 e6 
116	A00	Van Geet Opening: Jendrossek Gambit	rnbqkb1r/pp2p1pp/5n2/2p2p2/1P1p1P2/5N2/P1PPPNPP/R1BQKB1R b KQkq -	b1c3 d7d5 f2f4 d5d4 c3e4 f7f5 e4f2 g8f6 g1f3 c7c5 b2b4	1. b1 c3 2. d7 d5 3. f2 f4 4. d5 d4 5. c3 e4 6. f7 f5 7. e4 f2 8. g8 f6 9. g1 f3 10. c7 c5 11. b2 b4 
117	A00	Van Geet Opening: Kluever Gambit	rnbqkbnr/ppppp1pp/8/8/4p3/2NP4/PPP2PPP/R1BQKBNR b KQkq -	b1c3 f7f5 e2e4 f5e4 d2d3	1. b1 c3 2. f7 f5 3. e2 e4 4. f5 e4 5. d2 d3 
118	A00	Van Geet Opening: Laroche Gambit	rnbqkbnr/p1pppppp/8/1p6/8/2N5/PPPPPPPP/R1BQKBNR w KQkq -	b1c3 b7b5	1. b1 c3 2. b7 b5 
119	A00	Van Geet Opening: Liebig Gambit	rnbqkb1r/ppp2ppp/5n2/3pp2Q/8/2N1P3/PPPP1PPP/R1B1KBNR w KQkq -	b1c3 e7e5 e2e3 d7d5 d1h5 g8f6	1. b1 c3 2. e7 e5 3. e2 e3 4. d7 d5 5. d1 h5 6. g8 f6 
120	A00	Van Geet Opening: Melleby Gambit	rnbqkbnr/pp2pppp/8/2p5/3pNP2/8/PPPPP1PP/R1BQKBNR w KQkq -	b1c3 d7d5 f2f4 d5d4 c3e4 c7c5	1. b1 c3 2. d7 d5 3. f2 f4 4. d5 d4 5. c3 e4 6. c7 c5 
121	A00	Van Geet Opening: Myers Attack	rnbqkbnr/pppppp1p/6p1/8/7P/2N5/PPPPPPP1/R1BQKBNR b KQkq -	b1c3 g7g6 h2h4	1. b1 c3 2. g7 g6 3. h2 h4 
122	A00	Van Geet Opening: Napoleon Attack	r1bqkbnr/pppp1ppp/2n5/4p3/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq -	b1c3 e7e5 g1f3 b8c6 d2d4	1. b1 c3 2. e7 e5 3. g1 f3 4. b8 c6 5. d2 d4 
123	A00	Van Geet Opening: Novosibirsk Variation	r1bqkbnr/pp1ppppp/2n5/8/7Q/2N5/PPP1PPPP/R1B1KBNR b KQkq -	b1c3 c7c5 d2d4 c5d4 d1d4 b8c6 d4h4	1. b1 c3 2. c7 c5 3. d2 d4 4. c5 d4 5. d1 d4 6. b8 c6 7. d4 h4 
124	A00	Van Geet Opening: Pfeiffer Gambit	rnbqkbnr/ppp2ppp/8/4p3/3pNP2/8/PPPPP1PP/R1BQKBNR w KQkq -	b1c3 d7d5 f2f4 d5d4 c3e4 e7e5	1. b1 c3 2. d7 d5 3. f2 f4 4. d5 d4 5. c3 e4 6. e7 e5 
125	A00	Van Geet Opening: Pfeiffer Gambit, Sleipnir Countergambit	rnbqkbnr/ppp2ppp/8/4p3/3pNP2/5N2/PPPPP1PP/R1BQKB1R b KQkq -	b1c3 d7d5 f2f4 d5d4 c3e4 e7e5 g1f3	1. b1 c3 2. d7 d5 3. f2 f4 4. d5 d4 5. c3 e4 6. e7 e5 7. g1 f3 
126	A00	Van Geet Opening: Reversed Nimzowitsch	rnbqkbnr/pppp1ppp/8/4p3/8/2N5/PPPPPPPP/R1BQKBNR w KQkq -	b1c3 e7e5	1. b1 c3 2. e7 e5 
127	A00	Van Geet Opening: Reversed Scandinavian	r1bqkbnr/pppp1ppp/2n5/8/Q7/2N5/PPP1PPPP/R1B1KBNR b KQkq -	b1c3 e7e5 d2d4 e5d4 d1d4 b8c6 d4a4	1. b1 c3 2. e7 e5 3. d2 d4 4. e5 d4 5. d1 d4 6. b8 c6 7. d4 a4 
128	A00	Van Geet Opening	rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq -	b1c3	1. b1 c3 
129	A00	Van Geet Opening: Sicilian Two Knights	r1bqkbnr/pp1ppppp/2n5/8/3N4/2N5/PPP1PPPP/R1BQKB1R b KQkq -	b1c3 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4	1. b1 c3 2. c7 c5 3. g1 f3 4. b8 c6 5. d2 d4 6. c5 d4 7. f3 d4 
130	A00	Van Geet Opening: Sleipnir Gambit	rnbqk1nr/ppp2ppp/8/3pp3/1b1P4/2N1P3/PPP2PPP/R1BQKBNR w KQkq -	b1c3 d7d5 e2e3 e7e5 d2d4 f8b4	1. b1 c3 2. d7 d5 3. e2 e3 4. e7 e5 5. d2 d4 6. f8 b4 
131	A00	Van Geet Opening: Tübingen Gambit	rnbqkb1r/pppppppp/5n2/8/6P1/2N5/PPPPPP1P/R1BQKBNR b KQkq -	b1c3 g8f6 g2g4	1. b1 c3 2. g8 f6 3. g2 g4 
132	A00	Van Geet Opening: Twyble Attack	rnbqkbnr/pp1ppppp/8/2p5/8/2N5/PPPPPPPP/1RBQKBNR b Kkq -	b1c3 c7c5 a1b1	1. b1 c3 2. c7 c5 3. a1 b1 
133	A00	Van Geet Opening: Venezolana Variation	rnbqkb1r/ppp1pppp/5n2/3p4/8/2NP2P1/PPP1PP1P/R1BQKBNR b KQkq -	b1c3 d7d5 d2d3 g8f6 g2g3	1. b1 c3 2. d7 d5 3. d2 d3 4. g8 f6 5. g2 g3 
134	A00	Van Geet Opening: Warsteiner Gambit	rnbqkbnr/ppp1pp1p/8/3p2p1/5P2/2N5/PPPPP1PP/R1BQKBNR w KQkq -	b1c3 d7d5 f2f4 g7g5	1. b1 c3 2. d7 d5 3. f2 f4 4. g7 g5 
135	A00	Van't Kruijs Opening: Bouncing Bishop Variation	rnbqkbnr/p1pp1ppp/8/1p2p3/8/1B2P3/PPPP1PPP/RNBQK1NR b KQkq -	e2e3 e7e5 f1c4 b7b5 c4b3	1. e2 e3 2. e7 e5 3. f1 c4 4. b7 b5 5. c4 b3 
136	A00	Van't Kruijs Opening: Keoni-Hiva Gambit, Akahi Variation	rnbqkb1r/pppp1ppp/5n2/8/5p2/2N1PN2/PPPP2PP/R1BQKB1R b KQkq -	e2e3 e7e5 b1c3 g8f6 f2f4 e5f4 g1f3	1. e2 e3 2. e7 e5 3. b1 c3 4. g8 f6 5. f2 f4 6. e5 f4 7. g1 f3 
137	A00	Van't Kruijs Opening: Keoni-Hiva Gambit, Alua Variation	r1bqkbnr/pppp1ppp/2n5/8/5p2/2N1PN2/PPPP2PP/R1BQKB1R b KQkq -	e2e3 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3	1. e2 e3 2. e7 e5 3. b1 c3 4. b8 c6 5. f2 f4 6. e5 f4 7. g1 f3 
138	A00	Van't Kruijs Opening: Keoni-Hiva Gambit Delayed	rnbqkb1r/ppp2ppp/5n2/3p4/5p2/P1N1PN2/1PPP2PP/R1BQKB1R b KQkq -	e2e3 d7d5 b1c3 g8f6 a2a3 e7e5 f2f4 e5f4 g1f3	1. e2 e3 2. d7 d5 3. b1 c3 4. g8 f6 5. a2 a3 6. e7 e5 7. f2 f4 8. e5 f4 9. g1 f3 
139	A00	Van't Kruijs Opening: Keoni-Hiva Gambit, Ekolu Variation	rnbqkbnr/ppp2ppp/8/3p4/5p2/2N1PN2/PPPP2PP/R1BQKB1R b KQkq -	e2e3 e7e5 b1c3 d7d5 f2f4 e5f4 g1f3	1. e2 e3 2. e7 e5 3. b1 c3 4. d7 d5 5. f2 f4 6. e5 f4 7. g1 f3 
140	A00	Van't Kruijs Opening	rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq -	e2e3	1. e2 e3 
141	A00	Venezolana Opening	r1bqkbnr/pp1ppppp/2n5/2p5/8/2NP2P1/PPP1PP1P/R1BQKBNR b KQkq -	d2d3 c7c5 b1c3 b8c6 g2g3	1. d2 d3 2. c7 c5 3. b1 c3 4. b8 c6 5. g2 g3 
142	A00	Ware Opening: Cologne Gambit	r1bqkbnr/p1pnpppp/1p6/3p4/P2P4/2N5/1PP1PPPP/R1BQKBNR w KQkq -	a2a4 b7b6 d2d4 d7d5 b1c3 b8d7	1. a2 a4 2. b7 b6 3. d2 d4 4. d7 d5 5. b1 c3 6. b8 d7 
143	A00	Ware Opening: Meadow Hay Trap	rnbqkbnr/pppp1ppp/8/4p3/P7/R7/1PPPPPPP/1NBQKBNR b Kkq -	a2a4 e7e5 a1a3	1. a2 a4 2. e7 e5 3. a1 a3 
144	A00	Ware Opening	rnbqkbnr/pppppppp/8/8/P7/8/1PPPPPPP/RNBQKBNR b KQkq -	a2a4	1. a2 a4 
145	A00	Ware Opening: Ware Gambit	rnbqkbnr/ppp3pp/P7/3ppp2/8/4P3/1PPP1PPP/RNBQKBNR b KQkq -	a2a4 e7e5 a4a5 d7d5 e2e3 f7f5 a5a6	1. a2 a4 2. e7 e5 3. a4 a5 4. d7 d5 5. e2 e3 6. f7 f5 7. a5 a6 
146	A00	Ware Opening: Wing Gambit	rn1qkbnr/pbpppppp/8/1P6/8/8/1PPPPPPP/RNBQKBNR w KQkq -	a2a4 b7b5 a4b5 c8b7	1. a2 a4 2. b7 b5 3. a4 b5 4. c8 b7 
147	A00	Zukertort Opening: Reversed Mexican Defense	rnbqkbnr/ppp1pppp/8/3p4/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq -	b1c3 d7d5 g1f3	1. b1 c3 2. d7 d5 3. g1 f3 
148	A01	Nimzo-Larsen Attack: Classical Variation	rnbqkbnr/ppp1pppp/8/3p4/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -	b2b3 d7d5	1. b2 b3 2. d7 d5 
149	A01	Nimzo-Larsen Attack: Dutch Variation	rnbqkbnr/ppppp1pp/8/5p2/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -	b2b3 f7f5	1. b2 b3 2. f7 f5 
150	A01	Nimzo-Larsen Attack: English Variation	rnbqkbnr/pp1ppppp/8/2p5/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -	b2b3 c7c5	1. b2 b3 2. c7 c5 
151	A01	Nimzo-Larsen Attack: Graz Attack	rnbqkbnr/ppp1pppp/8/3p4/8/BP6/P1PPPPPP/RN1QKBNR b KQkq -	b2b3 d7d5 c1a3	1. b2 b3 2. d7 d5 3. c1 a3 
152	A01	Nimzo-Larsen Attack: Indian Variation	rnbqkb1r/pppppppp/5n2/8/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -	b2b3 g8f6	1. b2 b3 2. g8 f6 
153	A01	Nimzo-Larsen Attack: Modern Variation	r1bqkbnr/pppp1ppp/2n5/4p3/8/1P2P3/PBPP1PPP/RN1QKBNR b KQkq -	b2b3 e7e5 c1b2 b8c6 e2e3	1. b2 b3 2. e7 e5 3. c1 b2 4. b8 c6 5. e2 e3 
154	A01	Nimzo-Larsen Attack: Modern Variation	r1bqkbnr/pppp1ppp/2n5/4p3/8/1P6/PBPPPPPP/RN1QKBNR w KQkq -	b2b3 e7e5 c1b2 b8c6	1. b2 b3 2. e7 e5 3. c1 b2 4. b8 c6 
155	A01	Nimzo-Larsen Attack: Modern Variation	rnbqkbnr/pppp1ppp/8/4p3/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -	b2b3 e7e5	1. b2 b3 2. e7 e5 
156	A01	Nimzo-Larsen Attack: Modern Variation	rnbqkbnr/pppp1ppp/8/4p3/8/1P6/PBPPPPPP/RN1QKBNR b KQkq -	b2b3 e7e5 c1b2	1. b2 b3 2. e7 e5 3. c1 b2 
157	A01	Nimzo-Larsen Attack: Pachman Gambit	r1bqkbnr/pppp1ppp/2n5/4p3/5P2/1P6/PBPPP1PP/RN1QKBNR b KQkq -	b2b3 e7e5 c1b2 b8c6 f2f4	1. b2 b3 2. e7 e5 3. c1 b2 4. b8 c6 5. f2 f4 
158	A01	Nimzo-Larsen Attack: Ringelbach Gambit	rnbqkbnr/pppp2pp/4p3/5p2/4P3/1P6/PBPP1PPP/RN1QKBNR b KQkq -	b2b3 f7f5 c1b2 e7e6 e2e4	1. b2 b3 2. f7 f5 3. c1 b2 4. e7 e6 5. e2 e4 
159	A01	Nimzo-Larsen Attack	rnbqkbnr/pppppppp/8/8/8/1P6/P1PPPPPP/RNBQKBNR b KQkq -	b2b3	1. b2 b3 
160	A01	Nimzo-Larsen Attack: Spike Variation	rnbqkb1r/pppppp1p/5np1/8/6P1/1P6/PBPPPP1P/RN1QKBNR b KQkq -	b2b3 g8f6 c1b2 g7g6 g2g4	1. b2 b3 2. g8 f6 3. c1 b2 4. g7 g6 5. g2 g4 
161	A01	Nimzo-Larsen Attack: Symmetrical Variation	rnbqkbnr/p1pppppp/1p6/8/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -	b2b3 b7b6	1. b2 b3 2. b7 b6 
162	A01	Nimzowitsch-Larsen Attack: Polish Variation	rnbqkbnr/p1pppppp/8/1p6/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -	b2b3 b7b5	1. b2 b3 2. b7 b5 
163	A02	Bird Opening: Batavo-Polish Attack	rnbqkb1r/pppppp1p/5np1/8/1P3P2/5N2/P1PPP1PP/RNBQKB1R b KQkq -	f2f4 g8f6 g1f3 g7g6 b2b4	1. f2 f4 2. g8 f6 3. g1 f3 4. g7 g6 5. b2 b4 
164	A02	Bird Opening: From's Gambit, Bahr Gambit	rnbqkbnr/pppp1ppp/8/4p3/5P2/2N5/PPPPP1PP/R1BQKBNR b KQkq -	f2f4 e7e5 b1c3	1. f2 f4 2. e7 e5 3. b1 c3 
165	A02	Bird Opening: From's Gambit, Langheld Gambit	rnbqkb1r/ppp2ppp/3P1n2/8/8/8/PPPPP1PP/RNBQKBNR w KQkq -	f2f4 e7e5 f4e5 d7d6 e5d6 g8f6	1. f2 f4 2. e7 e5 3. f4 e5 4. d7 d6 5. e5 d6 6. g8 f6 
166	A02	Bird Opening: From's Gambit, Lasker Variation	rnbqk1nr/ppp2p1p/3b4/6p1/8/5N2/PPPPP1PP/RNBQKB1R w KQkq -	f2f4 e7e5 f4e5 d7d6 e5d6 f8d6 g1f3 g7g5	1. f2 f4 2. e7 e5 3. f4 e5 4. d7 d6 5. e5 d6 6. f8 d6 7. g1 f3 8. g7 g5 
167	A02	Bird Opening: From's Gambit, Lipke Variation	rnbqk2r/ppp2ppp/3b3n/8/3P4/5N2/PPP1P1PP/RNBQKB1R b KQkq -	f2f4 e7e5 f4e5 d7d6 e5d6 f8d6 g1f3 g8h6 d2d4	1. f2 f4 2. e7 e5 3. f4 e5 4. d7 d6 5. e5 d6 6. f8 d6 7. g1 f3 8. g8 h6 9. d2 d4 
168	A02	Bird Opening: From's Gambit	rnbqkbnr/pppp1ppp/8/4p3/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -	f2f4 e7e5	1. f2 f4 2. e7 e5 
169	A02	Bird Opening: Hobbs Gambit	rnbqkbnr/pppppp1p/8/6p1/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -	f2f4 g7g5	1. f2 f4 2. g7 g5 
170	A02	Bird Opening: Hobbs-Zilbermints Gambit	rnbqkbnr/pppppp2/7p/6p1/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq -	f2f4 h7h6 g1f3 g7g5	1. f2 f4 2. h7 h6 3. g1 f3 4. g7 g5 
171	A02	Bird Opening: Horsefly Defense	rnbqkb1r/pppppppp/7n/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -	f2f4 g8h6	1. f2 f4 2. g8 h6 
172	A02	Bird Opening: Lasker Gambit	rnbqkbnr/pppp2pp/5p2/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq -	f2f4 e7e5 f4e5 f7f6	1. f2 f4 2. e7 e5 3. f4 e5 4. f7 f6 
173	A02	Bird Opening: Mujannah	rnbqkb1r/pppppppp/5n2/8/2P2P2/8/PP1PP1PP/RNBQKBNR b KQkq -	f2f4 g8f6 c2c4	1. f2 f4 2. g8 f6 3. c2 c4 
174	A02	Bird Opening: Myers Defense	rnbqkbnr/p1pppppp/8/1p6/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -	f2f4 b7b5	1. f2 f4 2. b7 b5 
175	A02	Bird Opening: Platz Gambit	rnbqkb1r/ppppnppp/8/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq -	f2f4 e7e5 f4e5 g8e7	1. f2 f4 2. e7 e5 3. f4 e5 4. g8 e7 
176	A02	Bird Opening	rnbqkb1r/pppppppp/5n2/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -	f2f4 g8f6	1. f2 f4 2. g8 f6 
177	A02	Bird Opening	rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq -	f2f4	1. f2 f4 
178	A02	Bird Opening: Schlechter Gambit	r1bqkbnr/pppp1ppp/2n5/4P3/8/8/PPPPP1PP/RNBQKBNR w KQkq -	f2f4 e7e5 f4e5 b8c6	1. f2 f4 2. e7 e5 3. f4 e5 4. b8 c6 
179	A02	Bird Opening: Siegener Gambit	rnbqkbnr/pp1p1ppp/8/2p5/3p1P2/2P2N2/PP2P1PP/RNBQKB1R b KQkq -	f2f4 e7e5 d2d4 e5d4 g1f3 c7c5 c2c3	1. f2 f4 2. e7 e5 3. d2 d4 4. e5 d4 5. g1 f3 6. c7 c5 7. c2 c3 
180	A02	Bird Opening: Swiss Gambit	rnbqkb1r/ppppp1pp/5n2/8/4pPP1/2N5/PPPP3P/R1BQKBNR b KQkq -	f2f4 f7f5 e2e4 f5e4 b1c3 g8f6 g2g4	1. f2 f4 2. f7 f5 3. e2 e4 4. f5 e4 5. b1 c3 6. g8 f6 7. g2 g4 
181	A02	Bird Opening: Wagner-Zwitersch Gambit	rnbqkbnr/ppppp1pp/8/5p2/4PP2/8/PPPP2PP/RNBQKBNR b KQkq -	f2f4 f7f5 e2e4	1. f2 f4 2. f7 f5 3. e2 e4 
182	A02	System: Double Duck Formation	rnbqkbnr/ppp1p1pp/8/3p1p2/3P1P2/8/PPP1P1PP/RNBQKBNR w KQkq -	f2f4 f7f5 d2d4 d7d5	1. f2 f4 2. f7 f5 3. d2 d4 4. d7 d5 
183	A03	Bird Opening: Dutch Variation, Dudweiler Gambit	rnbqkbnr/ppp1pppp/8/3p4/5PP1/8/PPPPP2P/RNBQKBNR b KQkq -	f2f4 d7d5 g2g4	1. f2 f4 2. d7 d5 3. g2 g4 
184	A03	Bird Opening: Dutch Variation	rnbqkbnr/ppp1pppp/8/3p4/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -	f2f4 d7d5	1. f2 f4 2. d7 d5 
185	A03	Bird Opening: Lasker Variation	rnbqkb1r/pp2pppp/5n2/2pp4/5P2/4PN2/PPPP2PP/RNBQKB1R w KQkq -	f2f4 d7d5 g1f3 g8f6 e2e3 c7c5	1. f2 f4 2. d7 d5 3. g1 f3 4. g8 f6 5. e2 e3 6. c7 c5 
186	A03	Bird Opening: Sturm Gambit	rnbqkbnr/ppp1pppp/8/3p4/2P2P2/8/PP1PP1PP/RNBQKBNR b KQkq -	f2f4 d7d5 c2c4	1. f2 f4 2. d7 d5 3. c2 c4 
187	A03	Bird Opening: Thomas Gambit	rnbqkb1r/pp2pppp/5n2/2p5/3p1P2/1P2PN2/PBPP2PP/RN1QKB1R b KQkq -	f2f4 d7d5 b2b3 g8f6 c1b2 d5d4 g1f3 c7c5 e2e3	1. f2 f4 2. d7 d5 3. b2 b3 4. g8 f6 5. c1 b2 6. d5 d4 7. g1 f3 8. c7 c5 9. e2 e3 
188	A03	Bird Opening: Williams Gambit	rnbqkb1r/ppp1pppp/5n2/8/4pP2/2N5/PPPPQ1PP/R1B1KBNR b KQkq -	f2f4 d7d5 e2e4 d5e4 b1c3 g8f6 d1e2	1. f2 f4 2. d7 d5 3. e2 e4 4. d5 e4 5. b1 c3 6. g8 f6 7. d1 e2 
189	A03	Bird Opening: Williams Gambit	rnbqkbnr/ppp1pppp/8/3p4/4PP2/8/PPPP2PP/RNBQKBNR b KQkq -	f2f4 d7d5 e2e4	1. f2 f4 2. d7 d5 3. e2 e4 
190	A03	Bird Opening: Williams-Zilbermints Gambit	rnbqkb1r/ppp1pppp/5n2/8/4pP2/2N5/PPPPN1PP/R1BQKB1R b KQkq -	f2f4 d7d5 e2e4 d5e4 b1c3 g8f6 g1e2	1. f2 f4 2. d7 d5 3. e2 e4 4. d5 e4 5. b1 c3 6. g8 f6 7. g1 e2 
191	A04	Colle System: Rhamphorhynchus Variation	rnb1k1nr/pp1pppbp/6p1/q1P5/8/4PN2/PPP2PPP/RNBQKB1R w KQkq -	g1f3 c7c5 e2e3 g7g6 d2d4 f8g7 d4c5 d8a5	1. g1 f3 2. c7 c5 3. e2 e3 4. g7 g6 5. d2 d4 6. f8 g7 7. d4 c5 8. d8 a5 
192	A04	Modern Defense: Semi-Averbakh Variation, Polish Variation	rnb1k1nr/pp1pppbp/1q4p1/2p5/2PPP3/5N2/PP3PPP/RNBQKB1R w KQkq -	g1f3 c7c5 c2c4 g7g6 d2d4 f8g7 e2e4 d8b6	1. g1 f3 2. c7 c5 3. c2 c4 4. g7 g6 5. d2 d4 6. f8 g7 7. e2 e4 8. d8 b6 
193	A04	Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Accepted	rnb1k1nr/pp2ppbp/3p2p1/q1P5/2P1P3/5N2/PP3PPP/RNBQKB1R w KQkq -	g1f3 g7g6 d2d4 f8g7 e2e4 d7d6 c2c4 c7c5 d4c5 d8a5	1. g1 f3 2. g7 g6 3. d2 d4 4. f8 g7 5. e2 e4 6. d7 d6 7. c2 c4 8. c7 c5 9. d4 c5 10. d8 a5 
194	A04	Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation	rnb1k1nr/pp1pppbp/6p1/q1p5/2PPP3/5N2/PP3PPP/RNBQKB1R w KQkq -	g1f3 c7c5 c2c4 g7g6 d2d4 f8g7 e2e4 d8a5	1. g1 f3 2. c7 c5 3. c2 c4 4. g7 g6 5. d2 d4 6. f8 g7 7. e2 e4 8. d8 a5 
195	A04	Réti Opening	rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq -	g1f3	1. g1 f3 
196	A04	Zukertort Defense: Drunken Cavalry Variation	r1bqkb1r/pppppppp/n6n/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -	g1f3 b8a6 e2e4 g8h6	1. g1 f3 2. b8 a6 3. e2 e4 4. g8 h6 
197	A04	Zukertort Opening: Arctic Defense, Drunken Knight Variation	rnbqkb1r/pppppnpp/5p2/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -	g1f3 f7f6 e2e4 g8h6 d2d4 h6f7	1. g1 f3 2. f7 f6 3. e2 e4 4. g8 h6 5. d2 d4 6. h6 f7 
198	A04	Zukertort Opening: Arctic Defense	rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -	g1f3 f7f6	1. g1 f3 2. f7 f6 
199	A04	Zukertort Opening: Basman Defense	rnbqkbnr/ppppppp1/7p/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -	g1f3 h7h6	1. g1 f3 2. h7 h6 
200	A04	Zukertort Opening: Black Mustang Defense	r1bqkbnr/pppppppp/2n5/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -	g1f3 b8c6	1. g1 f3 2. b8 c6 
